Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Add Bulk Billing,Chrome 101.0.4951.67,,,2022-05-25 12:41:46,2022-05-25 12:42:06,19.396s,ERROR
,,,,,,,
Test Cases/Open Browser,Chrome 101.0.4951.67,,,2022-05-25 12:41:49,2022-05-25 12:41:52,2.994s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 101.0.4951.67,,,2022-05-25 12:41:49,2022-05-25 12:41:49,0.014s,PASSED
"verifyMatch(getWindowTitle(), ""Test System AdminOnline"", false)",Chrome 101.0.4951.67,,,2022-05-25 12:41:50,2022-05-25 12:41:52,2.641s,PASSED
Start listener action : sampleAfterTestCase,Chrome 101.0.4951.67,,,2022-05-25 12:41:52,2022-05-25 12:41:52,0.000s,PASSED
,,,,,,,
Test Cases/Login,Chrome 101.0.4951.67,,,2022-05-25 12:41:52,2022-05-25 12:42:05,13.136s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 101.0.4951.67,,,2022-05-25 12:41:52,2022-05-25 12:41:52,0.000s,PASSED
"sendKeys(findTestObject(""Login Home Page/Input_Username""), Username)",Chrome 101.0.4951.67,,,2022-05-25 12:41:53,2022-05-25 12:41:53,0.436s,PASSED
"sendKeys(findTestObject(""Login Home Page/Input_Password""), Password)",Chrome 101.0.4951.67,,,2022-05-25 12:41:53,2022-05-25 12:41:53,0.394s,PASSED
"click(findTestObject(""Login Home Page/Button_Submit""))",Chrome 101.0.4951.67,,,2022-05-25 12:41:53,2022-05-25 12:42:05,11.991s,PASSED
Start listener action : sampleAfterTestCase,Chrome 101.0.4951.67,,,2022-05-25 12:42:05,2022-05-25 12:42:05,0.000s,PASSED
,,,,,,,
Test Cases/Add Bulk Billing,Chrome 101.0.4951.67,,,2022-05-25 12:42:05,2022-05-25 12:42:06,0.314s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 101.0.4951.67,,,2022-05-25 12:42:05,2022-05-25 12:42:05,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 101.0.4951.67,,,2022-05-25 12:42:06,2022-05-25 12:42:06,0.000s,PASSED
