Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create New User,Chrome 99.0.4844.51,,,2022-03-14 12:27:46,2022-03-14 12:28:07,21.375s,PASSED
,,,,,,,
Test Cases/Open Browser,Chrome 99.0.4844.51,,,2022-03-14 12:27:54,2022-03-14 12:27:54,0.392s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:27:54,2022-03-14 12:27:54,0.011s,PASSED
"verifyMatch(getWindowTitle(), ""Test System AdminOnline"", false)",Chrome 99.0.4844.51,,,2022-03-14 12:27:54,2022-03-14 12:27:54,0.049s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:27:54,2022-03-14 12:27:54,0.049s,ERROR
,,,,,,,
Test Cases/Login,Chrome 99.0.4844.51,,,2022-03-14 12:27:54,2022-03-14 12:28:07,12.711s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:27:54,2022-03-14 12:27:54,0.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Username""), Username)",Chrome 99.0.4844.51,,,2022-03-14 12:27:55,2022-03-14 12:27:55,0.418s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Password""), Password)",Chrome 99.0.4844.51,,,2022-03-14 12:27:55,2022-03-14 12:27:55,0.361s,PASSED
"click(findTestObject(""Object Repository/Login Home Page/Login Submit""))",Chrome 99.0.4844.51,,,2022-03-14 12:27:55,2022-03-14 12:28:07,11.649s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:28:07,2022-03-14 12:28:07,0.006s,ERROR
