Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create New User,Chrome 99.0.4844.82,,,2022-03-24 11:47:19,2022-03-24 11:48:09,49.732s,FAILED
,,,,,,,
Test Cases/Open Browser,Chrome 99.0.4844.82,,,2022-03-24 11:47:23,2022-03-24 11:47:24,0.818s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:47:23,2022-03-24 11:47:23,0.016s,PASSED
"verifyMatch(getWindowTitle(), ""Test System AdminOnline"", false)",Chrome 99.0.4844.82,,,2022-03-24 11:47:23,2022-03-24 11:47:23,0.043s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:47:23,2022-03-24 11:47:24,0.419s,PASSED
,,,,,,,
Test Cases/Login,Chrome 99.0.4844.82,,,2022-03-24 11:47:24,2022-03-24 11:47:31,6.732s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:47:24,2022-03-24 11:47:24,0.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Username""), Username)",Chrome 99.0.4844.82,,,2022-03-24 11:47:24,2022-03-24 11:47:25,0.412s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Password""), Password)",Chrome 99.0.4844.82,,,2022-03-24 11:47:25,2022-03-24 11:47:25,0.348s,PASSED
"click(findTestObject(""Object Repository/Login Home Page/Login Submit""))",Chrome 99.0.4844.82,,,2022-03-24 11:47:25,2022-03-24 11:47:29,3.869s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:47:29,2022-03-24 11:47:31,1.828s,PASSED
,,,,,,,
Test Cases/Add Account,Chrome 99.0.4844.82,,,2022-03-24 11:47:31,2022-03-24 11:48:09,38.284s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:47:31,2022-03-24 11:47:31,0.002s,PASSED
"click(findTestObject(""Add Account Page/a_New Account""))",Chrome 99.0.4844.82,,,2022-03-24 11:47:31,2022-03-24 11:47:31,0.645s,PASSED
"click(findTestObject(""Add Account Page/input_Account Surname_surname""))",Chrome 99.0.4844.82,,,2022-03-24 11:47:31,2022-03-24 11:47:32,0.467s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Account Surname_surname""), TestUserSurname)",Chrome 99.0.4844.82,,,2022-03-24 11:47:32,2022-03-24 11:47:32,0.466s,PASSED
"click(findTestObject(""Add Account Page/td_Add Person""), STOP_ON_FAILURE)",Chrome 99.0.4844.82,,,2022-03-24 11:47:32,2022-03-24 11:47:33,0.488s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Name_name""), TestUserName)",Chrome 99.0.4844.82,,,2022-03-24 11:47:33,2022-03-24 11:47:34,0.591s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Surname_surname""), TestUserSurname)",Chrome 99.0.4844.82,,,2022-03-24 11:47:34,2022-03-24 11:47:34,0.488s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_ID Number_id_number""), ""7612140114088"")",Chrome 99.0.4844.82,,,2022-03-24 11:47:34,2022-03-24 11:47:34,0.502s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Email_email""), ""1Test@iits.co.za"")",Chrome 99.0.4844.82,,,2022-03-24 11:47:34,2022-03-24 11:47:35,0.637s,PASSED
"sendKeys(findTestObject(""Page_Test System AdminOnline/input_Cell Number_cell_number""), ""0833268624"")",Chrome 99.0.4844.82,,,2022-03-24 11:47:35,2022-03-24 11:47:36,0.512s,PASSED
"click(findTestObject(""Add Account Page/div_""))",Chrome 99.0.4844.82,,,2022-03-24 11:47:36,2022-03-24 11:47:36,0.612s,PASSED
"click(findTestObject(""Add Account Page/div_Send By Email""))",Chrome 99.0.4844.82,,,2022-03-24 11:47:36,2022-03-24 11:47:37,0.569s,PASSED
"click(findTestObject(""Add Account Page/div_Add Person""))",Chrome 99.0.4844.82,,,2022-03-24 11:47:37,2022-03-24 11:47:37,0.542s,PASSED
"click(findTestObject(""Add Account Page/Page_Test System AdminOnline/span_Communicator_isc_8W""))",Chrome 99.0.4844.82,,,2022-03-24 11:47:37,2022-03-24 11:48:09,31.172s,FAILED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:48:09,2022-03-24 11:48:09,0.323s,PASSED
