Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create New User,Chrome 99.0.4844.82,,,2022-03-24 08:37:06,2022-03-24 08:37:21,15.204s,PASSED
,,,,,,,
Test Cases/Open Browser,Chrome 99.0.4844.82,,,2022-03-24 08:37:10,2022-03-24 08:37:10,0.768s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 08:37:10,2022-03-24 08:37:10,0.012s,PASSED
"verifyMatch(getWindowTitle(), ""Test System AdminOnline"", false)",Chrome 99.0.4844.82,,,2022-03-24 08:37:10,2022-03-24 08:37:10,0.036s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 08:37:10,2022-03-24 08:37:10,0.430s,PASSED
,,,,,,,
Test Cases/Login,Chrome 99.0.4844.82,,,2022-03-24 08:37:10,2022-03-24 08:37:15,4.631s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 08:37:10,2022-03-24 08:37:10,0.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Username""), Username)",Chrome 99.0.4844.82,,,2022-03-24 08:37:11,2022-03-24 08:37:11,0.439s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Password""), Password)",Chrome 99.0.4844.82,,,2022-03-24 08:37:11,2022-03-24 08:37:11,0.377s,PASSED
"click(findTestObject(""Object Repository/Login Home Page/Login Submit""))",Chrome 99.0.4844.82,,,2022-03-24 08:37:11,2022-03-24 08:37:14,2.329s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 08:37:14,2022-03-24 08:37:15,1.249s,PASSED
,,,,,,,
Test Cases/Add Account,Chrome 99.0.4844.82,,,2022-03-24 08:37:15,2022-03-24 08:37:21,6.063s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 08:37:15,2022-03-24 08:37:15,0.000s,PASSED
"click(findTestObject(""Add Account Page/a_New Account""))",Chrome 99.0.4844.82,,,2022-03-24 08:37:15,2022-03-24 08:37:16,0.666s,PASSED
"click(findTestObject(""Add Account Page/input_Account Surname_surname""))",Chrome 99.0.4844.82,,,2022-03-24 08:37:16,2022-03-24 08:37:16,0.477s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Account Surname_surname""), TestUserSurname)",Chrome 99.0.4844.82,,,2022-03-24 08:37:16,2022-03-24 08:37:17,0.461s,PASSED
"click(findTestObject(""Add Account Page/td_Add Person""), STOP_ON_FAILURE)",Chrome 99.0.4844.82,,,2022-03-24 08:37:17,2022-03-24 08:37:17,0.495s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Name_name""), TestUserName)",Chrome 99.0.4844.82,,,2022-03-24 08:37:17,2022-03-24 08:37:18,0.494s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Surname_surname""), TestUserSurname)",Chrome 99.0.4844.82,,,2022-03-24 08:37:18,2022-03-24 08:37:18,0.502s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_ID Number_id_number""), ""7612140114088"")",Chrome 99.0.4844.82,,,2022-03-24 08:37:18,2022-03-24 08:37:19,0.515s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Email_email""), ""1Test@iits.co.za"")",Chrome 99.0.4844.82,,,2022-03-24 08:37:19,2022-03-24 08:37:19,0.548s,PASSED
"click(findTestObject(""Add Account Page/div_""))",Chrome 99.0.4844.82,,,2022-03-24 08:37:19,2022-03-24 08:37:20,0.501s,PASSED
"click(findTestObject(""Add Account Page/div_Send By Email""))",Chrome 99.0.4844.82,,,2022-03-24 08:37:20,2022-03-24 08:37:20,0.569s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 08:37:20,2022-03-24 08:37:21,0.577s,PASSED
