Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create New User,Chrome 99.0.4844.51,,,2022-03-14 11:59:53,2022-03-14 12:00:15,22.133s,PASSED
,,,,,,,
Test Cases/Open Browser,Chrome 99.0.4844.51,,,2022-03-14 12:00:01,2022-03-14 12:00:02,1.169s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:00:01,2022-03-14 12:00:01,0.020s,PASSED
"verifyMatch(getWindowTitle(), ""Test System AdminOnline"", false)",Chrome 99.0.4844.51,,,2022-03-14 12:00:01,2022-03-14 12:00:01,0.097s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:00:01,2022-03-14 12:00:02,0.525s,PASSED
,,,,,,,
Test Cases/Login,Chrome 99.0.4844.51,,,2022-03-14 12:00:02,2022-03-14 12:00:15,13.544s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:00:02,2022-03-14 12:00:02,0.001s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Username""), Username)",Chrome 99.0.4844.51,,,2022-03-14 12:00:02,2022-03-14 12:00:03,0.438s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Password""), Password)",Chrome 99.0.4844.51,,,2022-03-14 12:00:03,2022-03-14 12:00:03,0.363s,PASSED
"click(findTestObject(""Object Repository/Login Home Page/Login Submit""))",Chrome 99.0.4844.51,,,2022-03-14 12:00:03,2022-03-14 12:00:15,11.692s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.51,,,2022-03-14 12:00:15,2022-03-14 12:00:15,0.644s,PASSED
