Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Create New User,Chrome 99.0.4844.82,,,2022-03-24 11:11:36,2022-03-24 11:12:30,53.464s,FAILED
,,,,,,,
Test Cases/Open Browser,Chrome 99.0.4844.82,,,2022-03-24 11:11:42,2022-03-24 11:11:43,0.787s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:11:42,2022-03-24 11:11:42,0.013s,PASSED
"verifyMatch(getWindowTitle(), ""Test System AdminOnline"", false)",Chrome 99.0.4844.82,,,2022-03-24 11:11:42,2022-03-24 11:11:42,0.040s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:11:42,2022-03-24 11:11:43,0.425s,PASSED
,,,,,,,
Test Cases/Login,Chrome 99.0.4844.82,,,2022-03-24 11:11:43,2022-03-24 11:11:51,8.484s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:11:43,2022-03-24 11:11:43,0.002s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Username""), Username)",Chrome 99.0.4844.82,,,2022-03-24 11:11:43,2022-03-24 11:11:43,0.455s,PASSED
"sendKeys(findTestObject(""Object Repository/Login Home Page/Login Password""), Password)",Chrome 99.0.4844.82,,,2022-03-24 11:11:43,2022-03-24 11:11:44,0.372s,PASSED
"click(findTestObject(""Object Repository/Login Home Page/Login Submit""))",Chrome 99.0.4844.82,,,2022-03-24 11:11:44,2022-03-24 11:11:49,5.279s,PASSED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:11:49,2022-03-24 11:11:51,2.123s,PASSED
,,,,,,,
Test Cases/Add Account,Chrome 99.0.4844.82,,,2022-03-24 11:11:51,2022-03-24 11:12:30,38.608s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:11:51,2022-03-24 11:11:51,0.000s,PASSED
"click(findTestObject(""Add Account Page/a_New Account""))",Chrome 99.0.4844.82,,,2022-03-24 11:11:52,2022-03-24 11:11:52,0.656s,PASSED
"click(findTestObject(""Add Account Page/input_Account Surname_surname""))",Chrome 99.0.4844.82,,,2022-03-24 11:11:52,2022-03-24 11:11:53,0.493s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Account Surname_surname""), TestUserSurname)",Chrome 99.0.4844.82,,,2022-03-24 11:11:53,2022-03-24 11:11:53,0.473s,PASSED
"click(findTestObject(""Add Account Page/td_Add Person""), STOP_ON_FAILURE)",Chrome 99.0.4844.82,,,2022-03-24 11:11:53,2022-03-24 11:11:54,0.481s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Name_name""), TestUserName)",Chrome 99.0.4844.82,,,2022-03-24 11:11:54,2022-03-24 11:11:54,0.511s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Surname_surname""), TestUserSurname)",Chrome 99.0.4844.82,,,2022-03-24 11:11:54,2022-03-24 11:11:55,0.606s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_ID Number_id_number""), ""7612140114088"")",Chrome 99.0.4844.82,,,2022-03-24 11:11:55,2022-03-24 11:11:55,0.532s,PASSED
"sendKeys(findTestObject(""Add Account Page/input_Email_email""), ""1Test@iits.co.za"")",Chrome 99.0.4844.82,,,2022-03-24 11:11:55,2022-03-24 11:11:56,0.636s,PASSED
"sendKeys(findTestObject(""Page_Test System AdminOnline/input_Cell Number_cell_number""), ""0833268624"")",Chrome 99.0.4844.82,,,2022-03-24 11:11:56,2022-03-24 11:11:56,0.496s,PASSED
"click(findTestObject(""Add Account Page/div_""))",Chrome 99.0.4844.82,,,2022-03-24 11:11:56,2022-03-24 11:11:57,0.505s,PASSED
"click(findTestObject(""Add Account Page/div_Send By Email""))",Chrome 99.0.4844.82,,,2022-03-24 11:11:57,2022-03-24 11:11:57,0.571s,PASSED
"click(findTestObject(""Add Account Page/div_Add Person""))",Chrome 99.0.4844.82,,,2022-03-24 11:11:57,2022-03-24 11:11:58,0.626s,PASSED
"click(findTestObject(""Add Account Page/Page_Test System AdminOnline/span_Communicator_isc_8W""))",Chrome 99.0.4844.82,,,2022-03-24 11:11:58,2022-03-24 11:12:29,31.350s,FAILED
Start listener action : sampleAfterTestCase,Chrome 99.0.4844.82,,,2022-03-24 11:12:29,2022-03-24 11:12:30,0.374s,PASSED
